puma12,county,county_name,County_Subdivision_Name,Place_Name,Total_pop_2010_census
7319,6073,San Diego CA,Jamul CCD,"Chula Vista city, CA",3627
7319,6073,San Diego CA,Jamul CCD,"Jamul CDP, CA",6163
7319,6073,San Diego CA,Jamul CCD,"Rancho San Diego CDP, CA",114
7319,6073,San Diego CA,Jamul CCD,"San Diego city, CA",0
7319,6073,San Diego CA,Jamul CCD, ,9054
7319,6073,San Diego CA,San Diego CCD,"Casa de Oro-Mount Helix CDP, CA",12112
7319,6073,San Diego CA,San Diego CCD,"La Mesa city, CA",442
7319,6073,San Diego CA,San Diego CCD,"La Presa CDP, CA",26347
7319,6073,San Diego CA,San Diego CCD,"Lemon Grove city, CA",24933
7319,6073,San Diego CA,San Diego CCD,"Rancho San Diego CDP, CA",15075
7319,6073,San Diego CA,San Diego CCD,"San Diego city, CA",3698
7319,6073,San Diego CA,San Diego CCD,"Spring Valley CDP, CA",28205
7320,6073,San Diego CA,San Diego CCD,"Bonita CDP, CA",7254
7320,6073,San Diego CA,San Diego CCD,"Chula Vista city, CA",124858
7320,6073,San Diego CA,San Diego CCD,"La Presa CDP, CA",621
7320,6073,San Diego CA,San Diego CCD,"National City city, CA",2097
7320,6073,San Diego CA,San Diego CCD,"San Diego city, CA",0
7320,6073,San Diego CA,San Diego CCD, ,490
7321,6073,San Diego CA,San Diego CCD,"Bonita CDP, CA",337
7321,6073,San Diego CA,San Diego CCD,"Chula Vista city, CA",114858
7321,6073,San Diego CA,San Diego CCD,"National City city, CA",56037
7321,6073,San Diego CA,San Diego CCD,"San Diego city, CA",57
7321,6073,San Diego CA,San Diego CCD, ,2263
7322,6073,San Diego CA,San Diego CCD,"Chula Vista city, CA",78
7322,6073,San Diego CA,San Diego CCD,"Imperial Beach city, CA",26324
7322,6073,San Diego CA,San Diego CCD,"San Diego city, CA",103843
7322,6073,San Diego CA,San Diego CCD, ,4669
7501,6075,San Francisco CA,San Francisco CCD,"San Francisco city, CA",136936
7502,6075,San Francisco CA,San Francisco CCD,"San Francisco city, CA",107027
7503,6075,San Francisco CA,San Francisco CCD,"San Francisco city, CA",129066
7504,6075,San Francisco CA,San Francisco CCD,"San Francisco city, CA",106640
7505,6075,San Francisco CA,San Francisco CCD,"San Francisco city, CA",105336
7506,6075,San Francisco CA,San Francisco CCD,"San Francisco city, CA",110830
7507,6075,San Francisco CA,San Francisco CCD,"San Francisco city, CA",109400
7701,6077,San Joaquin CA,Stockton CCD,"Lincoln Village CDP, CA",4381
7701,6077,San Joaquin CA,Stockton CCD,"Morada CDP, CA",3828
7701,6077,San Joaquin CA,Stockton CCD,"Stockton city, CA",149899
7701,6077,San Joaquin CA,Stockton CCD, ,5112
7701,6077,San Joaquin CA,Thornton CCD,"Stockton city, CA",10682
7701,6077,San Joaquin CA,Thornton CCD, ,35
7702,6077,San Joaquin CA,Stockton CCD,"August CDP, CA",8390
7702,6077,San Joaquin CA,Stockton CCD,"Country Club CDP, CA",9379
7702,6077,San Joaquin CA,Stockton CCD,"Kennedy CDP, CA",3254
7702,6077,San Joaquin CA,Stockton CCD,"Stockton city, CA",125444
7702,6077,San Joaquin CA,Stockton CCD,"Taft Mosswood CDP, CA",1228
7702,6077,San Joaquin CA,Stockton CCD, ,4315
7703,6077,San Joaquin CA,Manteca CCD,"Lathrop city, CA",17998
7703,6077,San Joaquin CA,Manteca CCD,"Manteca city, CA",66922
7703,6077,San Joaquin CA,Manteca CCD, ,4363
7703,6077,San Joaquin CA,Tracy CCD,"Lathrop city, CA",25
7703,6077,San Joaquin CA,Tracy CCD,"Mountain House CDP, CA",9675
7703,6077,San Joaquin CA,Tracy CCD,"Tracy city, CA",82922
7703,6077,San Joaquin CA,Tracy CCD, ,13631
7704,6077,San Joaquin CA,Escalon CCD,"Escalon city, CA",7132
7704,6077,San Joaquin CA,Escalon CCD, ,6188
7704,6077,San Joaquin CA,Linden-Farmington CCD,"Farmington CDP, CA",207
7704,6077,San Joaquin CA,Linden-Farmington CCD,"Linden CDP, CA",1784
7704,6077,San Joaquin CA,Linden-Farmington CCD,"Peters CDP, CA",672
7704,6077,San Joaquin CA,Linden-Farmington CCD, ,2760
7704,6077,San Joaquin CA,Lockeford CCD,"Dogtown CDP, CA",2506
7704,6077,San Joaquin CA,Lockeford CCD,"Lockeford CDP, CA",3233
7704,6077,San Joaquin CA,Lockeford CCD,"Victor CDP, CA",250
7704,6077,San Joaquin CA,Lockeford CCD, ,5371
7704,6077,San Joaquin CA,Lodi CCD,"Acampo CDP, CA",341
7704,6077,San Joaquin CA,Lodi CCD,"Collierville CDP, CA",1934
7704,6077,San Joaquin CA,Lodi CCD,"Lodi city, CA",62133
7704,6077,San Joaquin CA,Lodi CCD,"Stockton city, CA",4787
7704,6077,San Joaquin CA,Lodi CCD,"Victor CDP, CA",43
7704,6077,San Joaquin CA,Lodi CCD,"Woodbridge CDP, CA",3984
7704,6077,San Joaquin CA,Lodi CCD, ,9156
7704,6077,San Joaquin CA,Manteca CCD,"Manteca city, CA",174
7704,6077,San Joaquin CA,Manteca CCD,"Stockton city, CA",1
7704,6077,San Joaquin CA,Manteca CCD, ,3998
7704,6077,San Joaquin CA,Ripon CCD,"Ripon city, CA",14297
7704,6077,San Joaquin CA,Ripon CCD, ,2391
7704,6077,San Joaquin CA,Stockton CCD,"French Camp CDP, CA",3376
7704,6077,San Joaquin CA,Stockton CCD,"Garden Acres CDP, CA",10648
7704,6077,San Joaquin CA,Stockton CCD,"Kennedy CDP, CA",0
7704,6077,San Joaquin CA,Stockton CCD,"Stockton city, CA",894
7704,6077,San Joaquin CA,Stockton CCD,"Taft Mosswood CDP, CA",302
7704,6077,San Joaquin CA,Stockton CCD,"Waterloo CDP, CA",572
7704,6077,San Joaquin CA,Stockton CCD, ,12181
7704,6077,San Joaquin CA,Thornton CCD,"Lodi city, CA",1
7704,6077,San Joaquin CA,Thornton CCD,"Terminous CDP, CA",381
7704,6077,San Joaquin CA,Thornton CCD,"Thornton CDP, CA",1131
7704,6077,San Joaquin CA,Thornton CCD, ,995
7901,6079,San Luis Obispo CA,Arroyo Grande CCD,"Arroyo Grande city, CA",17252
7901,6079,San Luis Obispo CA,Arroyo Grande CCD,"Avilla Beach CDP, CA",0
7901,6079,San Luis Obispo CA,Arroyo Grande CCD,"Blacklake CDP, CA",930
7901,6079,San Luis Obispo CA,Arroyo Grande CCD,"Callender CDP, CA",1262
7901,6079,San Luis Obispo CA,Arroyo Grande CCD,"Grover Beach city, CA",13156
7901,6079,San Luis Obispo CA,Arroyo Grande CCD,"Los Berros CDP, CA",641
7901,6079,San Luis Obispo CA,Arroyo Grande CCD,"Nipomo CDP, CA",16661
7901,6079,San Luis Obispo CA,Arroyo Grande CCD,"Oceano CDP, CA",7286
7901,6079,San Luis Obispo CA,Arroyo Grande CCD,"Pismo Beach city, CA",7635
7901,6079,San Luis Obispo CA,Arroyo Grande CCD,"Woodlands CDP, CA",576
7901,6079,San Luis Obispo CA,Arroyo Grande CCD, ,5493
7901,6079,San Luis Obispo CA,North Coast CCD,"Atascadero city, CA",0
7901,6079,San Luis Obispo CA,North Coast CCD,"Cambria CDP, CA",6032
7901,6079,San Luis Obispo CA,North Coast CCD,"Cayucos CDP, CA",2592
7901,6079,San Luis Obispo CA,North Coast CCD,"Los Osos CDP, CA",14276
7901,6079,San Luis Obispo CA,North Coast CCD,"Morro Bay city, CA",10234
7901,6079,San Luis Obispo CA,North Coast CCD,"San Simeon CDP, CA",462
7901,6079,San Luis Obispo CA,North Coast CCD, ,1922
7901,6079,San Luis Obispo CA,San Luis Obispo CCD,"Avilla Beach CDP, CA",1627
7901,6079,San Luis Obispo CA,San Luis Obispo CCD,"Edna CDP, CA",50
7901,6079,San Luis Obispo CA,San Luis Obispo CCD,"Los Ranchos CDP, CA",1477
7901,6079,San Luis Obispo CA,San Luis Obispo CCD,"Pismo Beach city, CA",20
7901,6079,San Luis Obispo CA,San Luis Obispo CCD,"San Luis Obispo city, CA",45119
7901,6079,San Luis Obispo CA,San Luis Obispo CCD, ,8346
7902,6079,San Luis Obispo CA,Arroyo Grande CCD,"Arroyo Grande city, CA",0
7902,6079,San Luis Obispo CA,Arroyo Grande CCD,"Edna CDP, CA",143
7902,6079,San Luis Obispo CA,Arroyo Grande CCD,"Nipomo CDP, CA",53
7902,6079,San Luis Obispo CA,Arroyo Grande CCD, ,4941
7902,6079,San Luis Obispo CA,Atascadero CCD,"Atascadero city, CA",28310
7902,6079,San Luis Obispo CA,Atascadero CCD,"Creston CDP, CA",94
7902,6079,San Luis Obispo CA,Atascadero CCD,"El Paso de Robles (Paso Robles) city, CA",16
7902,6079,San Luis Obispo CA,Atascadero CCD,"Garden Farms CDP, CA",386
7902,6079,San Luis Obispo CA,Atascadero CCD,"Santa Margarita CDP, CA",1259
7902,6079,San Luis Obispo CA,Atascadero CCD,"Templeton CDP, CA",7395
7902,6079,San Luis Obispo CA,Atascadero CCD, ,7052
7902,6079,San Luis Obispo CA,Paso Robles CCD,"El Paso de Robles (Paso Robles) city, CA",29777
7902,6079,San Luis Obispo CA,Paso Robles CCD,"Lake Nacimiento CDP, CA",2411
7902,6079,San Luis Obispo CA,Paso Robles CCD,"Oak Shores CDP, CA",337
7902,6079,San Luis Obispo CA,Paso Robles CCD,"San Miguel CDP, CA",2336
7902,6079,San Luis Obispo CA,Paso Robles CCD,"Shandon CDP, CA",1295
7902,6079,San Luis Obispo CA,Paso Robles CCD,"Templeton CDP, CA",279
7902,6079,San Luis Obispo CA,Paso Robles CCD,"Whitley Gardens CDP, CA",285
7902,6079,San Luis Obispo CA,Paso Robles CCD, ,12411
7902,6079,San Luis Obispo CA,San Luis Obispo CCD, ,7808
8101,6081,San Mateo CA,South San Francisco CCD,"Broadmoor CDP, CA",4176
8101,6081,San Mateo CA,South San Francisco CCD,"Colma town, CA",1792
8101,6081,San Mateo CA,South San Francisco CCD,"Daly City city, CA",92947
8101,6081,San Mateo CA,South San Francisco CCD,"Pacifica city, CA",37234
8101,6081,San Mateo CA,South San Francisco CCD, ,1148
8102,6081,San Mateo CA,South San Francisco CCD,"Brisbane city, CA",4282
8102,6081,San Mateo CA,South San Francisco CCD,"Daly City city, CA",8176
8102,6081,San Mateo CA,South San Francisco CCD,"San Bruno city, CA",41114
8102,6081,San Mateo CA,South San Francisco CCD,"South San Francisco city, CA",63632
8102,6081,San Mateo CA,South San Francisco CCD, ,176
8103,6081,San Mateo CA,San Mateo CCD,"Burlingame city, CA",0
8103,6081,San Mateo CA,San Mateo CCD,"Highlands-Baywood Park CDP, CA",0
8103,6081,San Mateo CA,San Mateo CCD,"Hillsborough town, CA",10825
8103,6081,San Mateo CA,San Mateo CCD,"San Mateo city, CA",41991
8103,6081,San Mateo CA,San Mateo CCD, ,4
8103,6081,San Mateo CA,South San Francisco CCD,"Burlingame city, CA",28806
8103,6081,San Mateo CA,South San Francisco CCD,"Hillsborough town, CA",0
8103,6081,San Mateo CA,South San Francisco CCD,"Millbrae city, CA",21532
8103,6081,San Mateo CA,South San Francisco CCD,"San Bruno city, CA",0
8103,6081,San Mateo CA,South San Francisco CCD, ,1100
8104,6081,San Mateo CA,Half Moon Bay CCD,"El Granada CDP, CA",5467
8104,6081,San Mateo CA,Half Moon Bay CCD,"Half Moon Bay city, CA",11324
8104,6081,San Mateo CA,Half Moon Bay CCD,"La Honda CDP, CA",928
8104,6081,San Mateo CA,Half Moon Bay CCD,"Loma Mar CDP, CA",113
8104,6081,San Mateo CA,Half Moon Bay CCD,"Millbrae city, CA",0
8104,6081,San Mateo CA,Half Moon Bay CCD,"Montara CDP, CA",2909
8104,6081,San Mateo CA,Half Moon Bay CCD,"Moss Beach CDP, CA",3103
8104,6081,San Mateo CA,Half Moon Bay CCD,"Pescadero CDP, CA",643
8104,6081,San Mateo CA,Half Moon Bay CCD,"San Bruno city, CA",0
8104,6081,San Mateo CA,Half Moon Bay CCD, ,4407
8104,6081,San Mateo CA,San Mateo CCD,"Foster City city, CA",30567
8104,6081,San Mateo CA,San Mateo CCD,"Highlands-Baywood Park CDP, CA",4027
8104,6081,San Mateo CA,San Mateo CCD,"Hillsborough town, CA",0
8104,6081,San Mateo CA,San Mateo CCD,"Menlo Park city, CA",0
8104,6081,San Mateo CA,San Mateo CCD,"Redwood City city, CA",0
8104,6081,San Mateo CA,San Mateo CCD,"San Mateo city, CA",55216
8104,6081,San Mateo CA,San Mateo CCD, ,0
8104,6081,San Mateo CA,South San Francisco CCD,"Brisbane city, CA",0
8104,6081,San Mateo CA,South San Francisco CCD,"Burlingame city, CA",0
8104,6081,San Mateo CA,South San Francisco CCD,"South San Francisco city, CA",0
8104,6081,San Mateo CA,South San Francisco CCD, ,0
8105,6081,San Mateo CA,San Mateo CCD,"Belmont city, CA",25835
8105,6081,San Mateo CA,San Mateo CCD,"Emerald Lake Hills CDP, CA",580
8105,6081,San Mateo CA,San Mateo CCD,"North Fair Oaks CDP, CA",108
8105,6081,San Mateo CA,San Mateo CCD,"Redwood City city, CA",69362
8105,6081,San Mateo CA,San Mateo CCD,"San Carlos city, CA",28406
8105,6081,San Mateo CA,San Mateo CCD, ,2954
8106,6081,San Mateo CA,San Mateo CCD,"Atherton town, CA",6914
8106,6081,San Mateo CA,San Mateo CCD,"East Palo Alto city, CA",28155
8106,6081,San Mateo CA,San Mateo CCD,"Emerald Lake Hills CDP, CA",3698
8106,6081,San Mateo CA,San Mateo CCD,"Ladera CDP, CA",1426
8106,6081,San Mateo CA,San Mateo CCD,"Menlo Park city, CA",32026
8106,6081,San Mateo CA,San Mateo CCD,"North Fair Oaks CDP, CA",14579
8106,6081,San Mateo CA,San Mateo CCD,"Portola Valley town, CA",4353
8106,6081,San Mateo CA,San Mateo CCD,"Redwood City city, CA",7453
8106,6081,San Mateo CA,San Mateo CCD,"West Menlo Park CDP, CA",3659
8106,6081,San Mateo CA,San Mateo CCD,"Woodside town, CA",5287
8106,6081,San Mateo CA,San Mateo CCD, ,6017
8301,6083,Santa Barbara CA,Santa Maria CCD,"Orcutt CDP, CA",28318
8301,6083,Santa Barbara CA,Santa Maria CCD,"Santa Maria city, CA",90818
8301,6083,Santa Barbara CA,Santa Maria CCD, ,2540
8302,6083,Santa Barbara CA,Cuyama CCD,"Cuyama CDP, CA",57
8302,6083,Santa Barbara CA,Cuyama CCD,"New Cuyama CDP, CA",517
8302,6083,Santa Barbara CA,Cuyama CCD, ,671
8302,6083,Santa Barbara CA,Guadalupe CCD,"Casmalia CDP, CA",133
8302,6083,Santa Barbara CA,Guadalupe CCD,"Guadalupe city, CA",7080
8302,6083,Santa Barbara CA,Guadalupe CCD,"Santa Maria city, CA",0
8302,6083,Santa Barbara CA,Guadalupe CCD, ,132
8302,6083,Santa Barbara CA,Lompoc CCD,"Buellton city, CA",0
8302,6083,Santa Barbara CA,Lompoc CCD,"Lompoc city, CA",42434
8302,6083,Santa Barbara CA,Lompoc CCD,"Los Alamos CDP, CA",50
8302,6083,Santa Barbara CA,Lompoc CCD,"Mission Hills CDP, CA",3576
8302,6083,Santa Barbara CA,Lompoc CCD,"Vandenberg AFB CDP, CA",3338
8302,6083,Santa Barbara CA,Lompoc CCD,"Vandenberg Village CDP, CA",6497
8302,6083,Santa Barbara CA,Lompoc CCD, ,1847
8302,6083,Santa Barbara CA,Santa Barbara CCD,"Goleta city, CA",1293
8302,6083,Santa Barbara CA,Santa Barbara CCD, ,1206
8302,6083,Santa Barbara CA,Santa Maria CCD,"Casmalia CDP, CA",5
8302,6083,Santa Barbara CA,Santa Maria CCD,"Garey CDP, CA",68
8302,6083,Santa Barbara CA,Santa Maria CCD,"Los Alamos CDP, CA",0
8302,6083,Santa Barbara CA,Santa Maria CCD,"Orcutt CDP, CA",587
8302,6083,Santa Barbara CA,Santa Maria CCD,"Santa Maria city, CA",8735
8302,6083,Santa Barbara CA,Santa Maria CCD,"Sisquoc CDP, CA",183
8302,6083,Santa Barbara CA,Santa Maria CCD, ,1472
8302,6083,Santa Barbara CA,Solvang-Santa Ynez CCD,"Ballard CDP, CA",467
8302,6083,Santa Barbara CA,Solvang-Santa Ynez CCD,"Buellton city, CA",4828
8302,6083,Santa Barbara CA,Solvang-Santa Ynez CCD,"Los Alamos CDP, CA",1840
8302,6083,Santa Barbara CA,Solvang-Santa Ynez CCD,"Los Olivos CDP, CA",1132
8302,6083,Santa Barbara CA,Solvang-Santa Ynez CCD,"Santa Ynez CDP, CA",4418
8302,6083,Santa Barbara CA,Solvang-Santa Ynez CCD,"Solvang city, CA",5245
8302,6083,Santa Barbara CA,Solvang-Santa Ynez CCD, ,4740
8303,6083,Santa Barbara CA,Carpinteria CCD,"Carpinteria city, CA",13040
8303,6083,Santa Barbara CA,Carpinteria CCD,"Summerland CDP, CA",1448
8303,6083,Santa Barbara CA,Carpinteria CCD,"Toro Canyon CDP, CA",1508
8303,6083,Santa Barbara CA,Carpinteria CCD, ,1722
8303,6083,Santa Barbara CA,Guadalupe CCD, ,0
8303,6083,Santa Barbara CA,Lompoc CCD, ,0
8303,6083,Santa Barbara CA,Santa Barbara CCD,"Goleta city, CA",28595
8303,6083,Santa Barbara CA,Santa Barbara CCD,"Isla Vista CDP, CA",23096
8303,6083,Santa Barbara CA,Santa Barbara CCD,"Mission Canyon CDP, CA",2381
8303,6083,Santa Barbara CA,Santa Barbara CCD,"Montecito CDP, CA",8965
8303,6083,Santa Barbara CA,Santa Barbara CCD,"Santa Barbara city, CA",88410
8303,6083,Santa Barbara CA,Santa Barbara CCD, ,30503
8501,6085,Santa Clara CA,San Jose CCD,"Los Altos city, CA",28470
8501,6085,Santa Clara CA,San Jose CCD,"Los Altos Hills town, CA",3519
8501,6085,Santa Clara CA,San Jose CCD,"Loyola CDP, CA",2747
8501,6085,Santa Clara CA,San Jose CCD,"Mountain View city, CA",74066
8501,6085,Santa Clara CA,San Jose CCD,"Palo Alto city, CA",64034
8501,6085,Santa Clara CA,San Jose CCD,"Stanford CDP, CA",13809
8501,6085,Santa Clara CA,San Jose CCD,"Sunnyvale city, CA",0
8501,6085,Santa Clara CA,San Jose CCD, ,1146
8501,6085,Santa Clara CA,West Santa Clara CCD,"Cupertino city, CA",1071
8501,6085,Santa Clara CA,West Santa Clara CCD,"Los Altos city, CA",58
8501,6085,Santa Clara CA,West Santa Clara CCD,"Los Altos Hills town, CA",4403
8501,6085,Santa Clara CA,West Santa Clara CCD,"Loyola CDP, CA",514
8501,6085,Santa Clara CA,West Santa Clara CCD,"Palo Alto city, CA",369
8501,6085,Santa Clara CA,West Santa Clara CCD,"Saratoga city, CA",0
8501,6085,Santa Clara CA,West Santa Clara CCD, ,1114
8502,6085,Santa Clara CA,San Jose CCD,"Cupertino city, CA",688
8502,6085,Santa Clara CA,San Jose CCD,"Milpitas city, CA",27
8502,6085,Santa Clara CA,San Jose CCD,"Mountain View city, CA",0
8502,6085,Santa Clara CA,San Jose CCD,"San Jose city, CA",2094
8502,6085,Santa Clara CA,San Jose CCD,"Santa Clara city, CA",5411
8502,6085,Santa Clara CA,San Jose CCD,"Sunnyvale city, CA",138395
8502,6085,Santa Clara CA,San Jose CCD, ,4
8503,6085,Santa Clara CA,San Jose CCD,"Milpitas city, CA",41
8503,6085,Santa Clara CA,San Jose CCD,"San Jose city, CA",21546
8503,6085,Santa Clara CA,San Jose CCD,"Santa Clara city, CA",108688
8503,6085,Santa Clara CA,San Jose CCD,"Sunnyvale city, CA",0
8503,6085,Santa Clara CA,San Jose CCD, ,0
8504,6085,Santa Clara CA,Diablo Range CCD,"Milpitas city, CA",185
8504,6085,Santa Clara CA,Diablo Range CCD,"San Jose city, CA",79
8504,6085,Santa Clara CA,Diablo Range CCD, ,100
8504,6085,Santa Clara CA,San Jose CCD,"Milpitas city, CA",66537
8504,6085,Santa Clara CA,San Jose CCD,"San Jose city, CA",62044
8504,6085,Santa Clara CA,San Jose CCD, ,44
8505,6085,Santa Clara CA,San Jose CCD,"Alum Rock CDP, CA",15536
8505,6085,Santa Clara CA,San Jose CCD,"East Foothills CDP, CA",8269
8505,6085,Santa Clara CA,San Jose CCD,"San Jose city, CA",80717
8505,6085,Santa Clara CA,San Jose CCD, ,1518
8506,6085,Santa Clara CA,Diablo Range CCD,"Morgan Hill city, CA",70
8506,6085,Santa Clara CA,Diablo Range CCD,"San Jose city, CA",5
8506,6085,Santa Clara CA,Diablo Range CCD, ,1069
8506,6085,Santa Clara CA,Llagas-Uvas CCD,"Gilroy city, CA",1088
8506,6085,Santa Clara CA,Llagas-Uvas CCD,"San Jose city, CA",24
8506,6085,Santa Clara CA,Llagas-Uvas CCD, ,2902
8506,6085,Santa Clara CA,San Jose CCD,"San Jose city, CA",230
8506,6085,Santa Clara CA,San Jose CCD, ,1436
8506,6085,Santa Clara CA,South Santa Clara Valley CCD,"Gilroy city, CA",47733
8506,6085,Santa Clara CA,South Santa Clara Valley CCD,"Morgan Hill city, CA",37812
8506,6085,Santa Clara CA,South Santa Clara Valley CCD,"San Jose city, CA",33
8506,6085,Santa Clara CA,South Santa Clara Valley CCD,"San Martin CDP, CA",7027
8506,6085,Santa Clara CA,South Santa Clara Valley CCD, ,10872
8507,6085,Santa Clara CA,Lexington Hills CCD,"Lexington Hills CDP, CA",2421
8507,6085,Santa Clara CA,Lexington Hills CCD,"Los Gatos town, CA",2
8507,6085,Santa Clara CA,Lexington Hills CCD, ,1586
8507,6085,Santa Clara CA,San Jose CCD,"Campbell city, CA",518
8507,6085,Santa Clara CA,San Jose CCD,"Cupertino city, CA",56543
8507,6085,Santa Clara CA,San Jose CCD,"Los Altos city, CA",448
8507,6085,Santa Clara CA,San Jose CCD,"Los Gatos town, CA",27252
8507,6085,Santa Clara CA,San Jose CCD,"Monte Sereno city, CA",3341
8507,6085,Santa Clara CA,San Jose CCD,"San Jose city, CA",5881
8507,6085,Santa Clara CA,San Jose CCD,"Santa Clara city, CA",2369
8507,6085,Santa Clara CA,San Jose CCD,"Saratoga city, CA",29541
8507,6085,Santa Clara CA,San Jose CCD,"Sunnyvale city, CA",1686
8507,6085,Santa Clara CA,San Jose CCD, ,4967
8508,6085,Santa Clara CA,San Jose CCD,"Campbell city, CA",35079
8508,6085,Santa Clara CA,San Jose CCD,"Los Gatos town, CA",1833
8508,6085,Santa Clara CA,San Jose CCD,"San Jose city, CA",96125
8508,6085,Santa Clara CA,San Jose CCD,"Saratoga city, CA",385
8509,6085,Santa Clara CA,San Jose CCD,"Burbank CDP, CA",4926
8509,6085,Santa Clara CA,San Jose CCD,"Campbell city, CA",567
8509,6085,Santa Clara CA,San Jose CCD,"Fruitdale CDP, CA",935
8509,6085,Santa Clara CA,San Jose CCD,"San Jose city, CA",115376
8509,6085,Santa Clara CA,San Jose CCD,"Santa Clara city, CA",0
8510,6085,Santa Clara CA,San Jose CCD,"Campbell city, CA",694
8510,6085,Santa Clara CA,San Jose CCD,"San Jose city, CA",148742
8510,6085,Santa Clara CA,San Jose CCD, ,1028
8511,6085,Santa Clara CA,San Jose CCD,"Cambrian Park CDP, CA",3282
8511,6085,Santa Clara CA,San Jose CCD,"Campbell city, CA",2491
8511,6085,Santa Clara CA,San Jose CCD,"Los Gatos town, CA",326
8511,6085,Santa Clara CA,San Jose CCD,"San Jose city, CA",98120
8511,6085,Santa Clara CA,San Jose CCD, ,3
8512,6085,Santa Clara CA,San Jose CCD,"San Jose city, CA",103428
8512,6085,Santa Clara CA,San Jose CCD, ,1971
8513,6085,Santa Clara CA,San Jose CCD,"San Jose city, CA",108149
8513,6085,Santa Clara CA,San Jose CCD, ,734
8514,6085,Santa Clara CA,San Jose CCD,"San Jose city, CA",103349
8701,6087,Santa Cruz CA,San Lorenzo Valley CCD,"Ben Lomond CDP, CA",6234
8701,6087,Santa Cruz CA,San Lorenzo Valley CCD,"Bonny Doon CDP, CA",247
8701,6087,Santa Cruz CA,San Lorenzo Valley CCD,"Boulder Creek CDP, CA",4923
8701,6087,Santa Cruz CA,San Lorenzo Valley CCD,"Brookdale CDP, CA",1991
8701,6087,Santa Cruz CA,San Lorenzo Valley CCD,"Felton CDP, CA",1799
8701,6087,Santa Cruz CA,San Lorenzo Valley CCD,"Lompico CDP, CA",1137
8701,6087,Santa Cruz CA,San Lorenzo Valley CCD,"Zayante CDP, CA",705
8701,6087,Santa Cruz CA,San Lorenzo Valley CCD, ,6159
8701,6087,Santa Cruz CA,Santa Cruz CCD,"Aptos CDP, CA",1633
8701,6087,Santa Cruz CA,Santa Cruz CCD,"Day Valley CDP, CA",1716
8701,6087,Santa Cruz CA,Santa Cruz CCD,"Felton CDP, CA",2258
8701,6087,Santa Cruz CA,Santa Cruz CCD,"Live Oak CDP, CA",0
8701,6087,Santa Cruz CA,Santa Cruz CCD,"Mount Hermon CDP, CA",1037
8701,6087,Santa Cruz CA,Santa Cruz CCD,"Paradise Park CDP, CA",296
8701,6087,Santa Cruz CA,Santa Cruz CCD,"Pasatiempo CDP, CA",1041
8701,6087,Santa Cruz CA,Santa Cruz CCD,"Santa Cruz city, CA",3410
8701,6087,Santa Cruz CA,Santa Cruz CCD,"Scotts Valley city, CA",11580
8701,6087,Santa Cruz CA,Santa Cruz CCD,"Soquel CDP, CA",5889
8701,6087,Santa Cruz CA,Santa Cruz CCD, ,8981
8701,6087,Santa Cruz CA,Summit Road CCD, ,3423
8701,6087,Santa Cruz CA,Watsonville CCD,"Amesti CDP, CA",3478
8701,6087,Santa Cruz CA,Watsonville CCD,"Aptos Hills-Larkin Valley CDP, CA",2381
8701,6087,Santa Cruz CA,Watsonville CCD,"Corralitos CDP, CA",2326
8701,6087,Santa Cruz CA,Watsonville CCD,"Day Valley CDP, CA",578
8701,6087,Santa Cruz CA,Watsonville CCD,"Freedom CDP, CA",3070
8701,6087,Santa Cruz CA,Watsonville CCD,"Interlaken CDP, CA",7321
8701,6087,Santa Cruz CA,Watsonville CCD,"Watsonville city, CA",51196
8701,6087,Santa Cruz CA,Watsonville CCD, ,2857
8701,6087,Santa Cruz CA,West Santa Cruz CCD,"Bonny Doon CDP, CA",2431
8701,6087,Santa Cruz CA,West Santa Cruz CCD,"Davenport CDP, CA",408
8701,6087,Santa Cruz CA,West Santa Cruz CCD,"Santa Cruz city, CA",0
8701,6087,Santa Cruz CA,West Santa Cruz CCD, ,1444
8702,6087,Santa Cruz CA,Santa Cruz CCD,"Aptos CDP, CA",4587
8702,6087,Santa Cruz CA,Santa Cruz CCD,"Capitola city, CA",9918
8702,6087,Santa Cruz CA,Santa Cruz CCD,"Day Valley CDP, CA",1115
8702,6087,Santa Cruz CA,Santa Cruz CCD,"Live Oak CDP, CA",17158
8702,6087,Santa Cruz CA,Santa Cruz CCD,"Pleasure Point CDP, CA",5846
8702,6087,Santa Cruz CA,Santa Cruz CCD,"Paradise Park CDP, CA",93
8702,6087,Santa Cruz CA,Santa Cruz CCD,"Rio del Mar CDP, CA",9216
8702,6087,Santa Cruz CA,Santa Cruz CCD,"Santa Cruz city, CA",56536
8702,6087,Santa Cruz CA,Santa Cruz CCD,"Seacliff CDP, CA",3267
8702,6087,Santa Cruz CA,Santa Cruz CCD,"Soquel CDP, CA",3755
8702,6087,Santa Cruz CA,Santa Cruz CCD,"Twin Lakes CDP, CA",4917
8702,6087,Santa Cruz CA,Santa Cruz CCD, ,82
8702,6087,Santa Cruz CA,Watsonville CCD,"La Selva Beach CDP, CA",2843
8702,6087,Santa Cruz CA,Watsonville CCD,"Pajaro Dunes CDP, CA",144
8702,6087,Santa Cruz CA,Watsonville CCD,"Watsonville city, CA",3
8702,6087,Santa Cruz CA,Watsonville CCD, ,953
8702,6087,Santa Cruz CA,West Santa Cruz CCD, ,0
8900,6089,Shasta CA,Central Shasta CCD,"Bella Vista CDP, CA",311
